,AllAuthors,FirstName1stAuthor,Gender,Place,Year,NumberOfAuthors,Title,Conference,FirstName2ndAuthor,Gender2,FirstName3rdAuthor,Gender3,FirstName4thAuthor,Gender4,FirstName5thAuthor,Gender5,FirstName6thAuthor,Gender6,FirstName7thAuthor,Gender7,FirstName8thAuthor,Gender8,FirstName9thAuthor,Gender9,FirstName10thAuthor,Gender10,FirstName11thAuthor,Gender11,FirstName12thAuthor,Gender12,FirstName13thAuthor,Gender13,FirstName14thAuthor,Gender14,FirstName15thAuthor,Gender15,FirstName16thAuthor,Gender16,FirstName17thAuthor,Gender17,Probability1,Probability2,Probability3,Probability4,Probability5,Probability6,Probability7,Probability8,Probability9,Probability10,Probability11,Probability12,Probability13,Probability14,Probability15,Probability16,Probability17
3484,"Ying, Yu",,,USA,1992,,Computer Music in China,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,"Andrenacci, Paolo; Favreau, Emmanuel; Larosa, Unknown; Prestigiacomo, Angelo; Rosati, Claudio; Sapir, Silvyane",,,USA,1992,,MARS: RT20M/EDIT20-Development Tools and Graphical User Interface for Sound Generation Board,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,"Paladin, Andrea; Favreau, Emmanuel; Armani, Fabio; Bizzarri, Lorenza",,,USA,1992,,MARS: DSP Environment and Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,"Cavaliere, Sergio; Di Giugno, Giuseppe; Guarino, Eugenio",,,USA,1992,,MARS: The X20 Device and SM100 Board,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3488,"Palmieri, Giuliano; Sapir, Silbyane",,,USA,1992,,MARS: Musical Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,"Anderson, Tim M.; Kirk, Ross",,,USA,1992,,Electroacoustic Scoring with Phase-Vocoding Instruments Using the E-Scape Composition System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,"Bates, John A.",,,USA,1992,,MAX + UniSon - Interactive Control of a Digital Signal Multiprocessor,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3491,"Beyls, Peter",,,USA,1992,,Dynamic Models for Musical Interaction in Virtual Reality,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,"Bolas, Mark; Stone, Phil",,,USA,1992,,Virtual Mutant Theremin,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,"Marks, Miles A.; Briggs, Nicolas L.",,,USA,1992,,Resource Utilisation for a Real-Time Instrument Design Language,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,"Smith, Julius Orion",,,Canada,1991,,Viewpoints on the History of Digital Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,"Barriére, Jean-Baptiste; Iovino, Francisco; Laurson, Mikael",,,Canada,1991,,A New Chant Synthesizer in C and Its Control Environment in PATCHWORK,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,"Burk, Phil",,,Canada,1991,,"The Integration of Real-Time Synthesis into HMSL, the Hierarchical Music Specification Language",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3497,"Morrison, Joseph Derek",,,Canada,1991,,Control Mechanisms into the MOSAIC Synthesis Program,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,"Dashow, James",,,Canada,1991,,MUSIC30 - SCORE30,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,"Camurri, Antonio; Canepa, Corrado; Frixione, Marcello; Innocenti, Carlo; Massucco, Claudio; Zaccaria, Renato",,,Canada,1991,,A High-Level System for Music Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,"Polansky, Larry",,,Canada,1991,,"Live Interactive Intelligent Computer Music: Notes on Pieces Done in HMSL, 1984-91",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,"Punch, William F.; Sullivan, Mark; Koehler, Robert",,,Canada,1991,,An Algorithmic Approach to Composition based on Dynamic Hierarchical Assembly,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3502,"Brinkman, Alexander R.; Mesiti, Martha R.",,,Canada,1991,,Computer-Graphic Tools for Music Analysis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,"Ficici, Sevan G.",,,Canada,1991,,Computer Analysis of Surface Details in Tonal Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,"Tsang, Unknown; Aitken, Unknown",,,Canada,1991,,Harmonizing Music as a Discipline in Constraint Logic Programming,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,"Joy, John",,,Canada,1991,,Automated Linguistic Analysis of Musical Compositions,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3506,"Fujinaga, Ichiro; Alphonce, Bo; Pennycook, Bruce; Hogan, Kharim",,,Canada,1991,,Optical Music Recognition: Progress Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,"Emmerson, Simon",,,Canada,1991,,"Studio Report: Electroacoustic and Computer Studio at City University, London",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,"Tarabella, Leonello; Bertini, Graziano",,,Canada,1991,,"Studio Report: Computer Music Dept of CNUCE/CNR, Pisa, Italy",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,"Vinet, Hugues; Teruggi, Daniel",,,Canada,1991,,GRM Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,"Ellis, Daniel P. W.; Vercoe, Barry L.",,,Canada,1991,,A Wavelet Based Sinusoid Model of Sound for Auditory Signal Separation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,"Mellinger, David K.; Mont-Reynaud, Bernard M.",,,Canada,1991,,Sound Explorer: A Workbench for Investigating Source Separation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3512,"Sasso, Massimo Dal; Debiassi, Giovanni B.; Spagiari, Giovanni",,,Canada,1991,,Method for Automatic Evaluation of Timbre and Fluctuation of Pipe Organ Sounds,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3513,"Sandell, Gregory J.",,,Canada,1991,,A Library of Orchestral Instrument Spectra,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3514,"Lunden, Peter",,,Canada,1991,,Sound-Models: The Representation of Knowledge about Sound-Synthesis in the CPL Environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,"Katrami, Anna; Kirk, Ross; Myatt, Unknown",,,Canada,1991,,A Phase Vocoder Graphical Interface for Timbral Manipulation of Cellular Automata and Fractal Landscape Mappings,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3516,"Shuttleworth, Justin R.",,,Canada,1991,,Interactive Music Composition with a Minimum of Input States,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3517,"Winsor, Phil",,,Canada,1991,,"PAT-PROC: An Interactive, Pattern-Process, Algorithmic Composition Program",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3518,"Bate, John A.",,,Canada,1991,,A Multiprocessor DSP System for Real-Time Interactive Sound Processing and Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519,"Bélanger, Louis N.",,,Canada,1991,,Additive Synthesis and Resynthesis: A Tentatively Objective Evaluation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3520,"Johnstone, Eric",,,Canada,1991,,A MIDI Foot Controller-The Podoboard,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521,"Parent, Nil",,,Canada,1991,,Parametric Spectrumization,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3522,"Belkin, Alan",,,Canada,1991,,Who's Playing - The Computer's Role in Musical Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3523,"Emmerson, Simon",,,Canada,1991,,"Computers and Live Electronic Music: Some Solutions, Many Problems",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,"Garton, Brad; Helmuth, Mara",,,Canada,1991,,Composing the Output Interface,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3525,"Desain, Peter; Honing, Henkjan",,,Canada,1991,,Tempo Curves Considered Harmful,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3526,"Chung, Joseph T.",,,Canada,1991,,A Development Environment for String Hyperinstruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,"Gershenfeld, Neil",,,Canada,1991,,MIT-Media Lab,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3528,"Norris, Mary Ann",,,Canada,1991,,Using State-of-the-Art Technologies to Investigate the Cognitive Mapping of Musical Intention to Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3529,"Maglione, Tom; Vercoe, Barry",,,Canada,1991,,A Platform for Real-Time Perceptually-Based Audio Data Reduction,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,"Cook, Perry R.",,,Canada,1991,,Non Linear Periodic Prediction for On-Line Identification of Oscillator Characteristics in Woodwind Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3531,"Depalle, Philippe; Poirot, Gilles",,,Canada,1991,,"SVP: A Modular System for Analysis, Processing and Synthesis of Sound Signals",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,"Orton, Richard; Hunt, Andy; Kirk, Ross",,,Canada,1991,,Musical Applications of a Cellular Automata Workstation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3533,"Hill, Ralph David",,,Canada,1991,,The Cro-Magnon Advanced Additive Analysis/Synthesis System,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3534,"Wraggett, Wes R.D.",,,Canada,1991,,"In, Out, But Not Thru: The Current State of Electro-Acoustic Music Education in Canada",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,"Mahin, Bruce P.",,,Canada,1991,,The Computer-Assisted Music Classroom: A Catalyst for Creativity,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3536,"Povall, Richard; Rolnick, Neil B.",,,Canada,1991,,Commonalities in the Time-Based Arts: A New Approach to the Teaching and Practice of the Electronic Arts,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3537,"Laske, Otto E.",,,Canada,1991,,Understanding Music with AI,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3538,"Lunell, Hans",,,Canada,1991,,Has Structure Any Meaning in Computer Music?,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3539,"Harris, Craig",,,Canada,1991,,"Found Sound, Found Structure Summary",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3540,"Richard, Dominique M.",,,Canada,1991,,Why Simulate When We Can Get The Real Thing?,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3541,"Keislar, Douglas F.",,,Canada,1991,,The Relevance of Beating Partials for Musical Intonation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3542,"Page, Michael",,,Canada,1991,,The Musical Expectations of Self-Organizing Neural Networks,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3543,"Parncutt, Richard",,,Canada,1991,,A Psychoacoustical Model for Tonal Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3544,"Kramer, Gregory; Ellison, Stephen",,,Canada,1991,,Audification: The Use of Sound to Display Multivariate Data,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,"Jansen, Cor",,,Canada,1991,,"Sine Circuitu: 10,000 high quality sine waves without detours",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546,"Parash, Avi; Shimony, Uri",,,Canada,1991,,An Expandable Real-Time Transputer Sound Generator,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,"Pennycook, Bruce; Lea, Chris",,,Canada,1991,,T-MAX: a parallel processing development system for MAX,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3548,"Polansky, Larry; McKinney, Martin",,,Canada,1991,,Morphological Mutation Functions: Applications to Motivic Transformation and a New Class of Cross-Synthesis Techniques,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3549,"Hallstrom, Jonathan; Skrien, Dale",,,Canada,1991,,The Composer’s Toolbox,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,"Arcela, Aluizio; Ramalho, Gerber",,,Canada,1991,,A Formal Composition System Based on the Theory of Time Trees,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3551,"Rowe, Robert",,,Canada,1991,,A Self-Critical Composition Algorithm,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3552,"Beyls, Peter Evarist",,,Canada,1991,,Self-organizing Control Sturctures Using Multiple Cellular Automata,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,"Mahling, Andreas",,,Canada,1991,,How to Feed Musical Gestures into Compositions,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,"Pachet, Francois",,,Canada,1991,,A Meta-level Architecture for the Analysis of Jazz Chord Sequences,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3555,"Chelpa, Lingam M.",,,Canada,1991,,"A Fuzzy-Set-Theoretic Frame Work Towards Computer Generation of ""AALAP"", Patterns in Hindustani Music",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556,"Lee, Michael; Freed, Adrian; Wessel, David",,,Canada,1991,,Real-Time Neural Network Processing of Gestural and Acoustic Signals,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3557,"Oppenheim, Daniel V.",,,Canada,1991,,SHADOW: An Object-Oriented Performance System for the DMIX Environment,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,"Pachet, Francois",,,Canada,1991,,Representing Knowledge Used by Jazz Muscians,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559,"Sato, Akio; Harada, Tsutomu; Hashimoto, Shuji; Ohteru, Sadamu",,,Canada,1991,,Singing and Playing Music in Virtual Space,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560,"Karjalainen, Matti; Laine, Unto K.; Laakso, Timo; Valimaki, Vesa",,,Canada,1991,,Transmission-Line Modeling and Real-Time Synthesis of String and Wind Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,"Cook, Perry R.",,,Canada,1991,,TBone: An Interactive WaveGuide Brass Instrument Synthesis Workbench for the NeXT Machine,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3562,"Hirschman, Suzanne; Cook, Perry R.; Smith, Julius O.",,,Canada,1991,,Digital Waveguide Modelling of Reed Woodwinds: An Interactive Development,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3563,"Smith, Julius O.",,,Canada,1991,,Waveguide Simulation of Non-Cylindrical Acoustic Tubes,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564,"Stimson, Ann",,,Canada,1991,,"The Script for ""Poème Electronique"": Traces from a Pioneer",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3565,"Weidenaar, Reynold",,,Canada,1991,,"The Alternators of the Telharmonium, 1906",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566,"Carlsson, Gunilla; Termstrom, Sten; Sundberg, Johan; Ungvary, Tamas",,,Canada,1991,,A New Digital System for Singing Synthesis Allowing Expressive Control,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,"Cook, Perry R.",,,Canada,1991,,LECTOR: An Ecclesiastical Latin Control Language for the SPASM/singer Instrument,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,"Smith, Ronald B.",,,Canada,1991,,Deriving a Quarter-Tone Harmonic Language Using Harmonic Spectra and their Formant Regions as a Model for Chord Voicings,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,"Desainte-Catherine, Myriam",,,Canada,1991,,The Architecture of a Musical Composition System Based on Constraint Resolution and Graph Rewriting,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,"Pope, Stephen Travis",,,Canada,1991,,A Tool for Manipulating Expressive and Structural Hierarchies in Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3571,"Lerdahl, Fred; Chabot, Xavier",,,Canada,1991,,A Theory of Poetry as Music and Its Exploration through a Computer Aid to Composition,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3572,"Beck, Stephen David",,,Canada,1991,,Strange Attractors: A Virtual Instrument Algorithm for Acoustic Instruments,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,"Zahler, Noel",,,Canada,1991,,Questions About Interactive Computer Performance as a Resource for Music Composition and Probelms of Musicality,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3574,"Baird, Bridget",,,Canada,1991,,The Artificially Intelligent Computer Performer and Parallel Processing,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575,"Wessel, David",,,Canada,1991,,Improvisation with Highly Interactive Real-Time Performance Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3576,"Desain, Peter; Honing, Henkjan",,,Canada,1991,,Generalized Time Functions,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,"Di Scipio, Agostino",,,Canada,1991,,Further Experiments with Non-linear Dynamic Systems: Composition and Digital Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,"George, E. Bryan; Smith, Mark J. T.",,,Canada,1991,,An Analysis-by-Synthesis Approach to Sinusoidal Modeling Applied to the Analysis and Synthesis of Musical Tones,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3579,"Weeks, W. Brent; Schloss, W. Andrew; Kirlin, R. Lynn",,,Canada,1991,,Implementation of the KL Synthesis Algorithm Under Real-Time Control,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3580,"Loy, Gareth",,,Canada,1991,,"Automatic Composition, Connectionism, and Musiconomy",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3581,"Piché, Jean; DesMeules, Stéphane",,,Canada,1991,,MAXGEN: A graphical MAX object for the generation and editing of complex continuous control functions,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3582,"Pressing, Jeff",,,Canada,1991,,Some Applications of Time Theory to Computer Music Design,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3583,"Oppenheim, Daniel V.",,,Canada,1991,,Towards a Better Software-Design for Supporting Creative Musical Activity (CMA),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584,"Delehanty, Leslie; Garnett, Guy E.",,,Canada,1991,,CNMAT Studio Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3585,"Kropfl, Francisco",,,Canada,1991,,LIPM Studio Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3586,"Malha, Dave; Orton, Richard; Hunt, Andy; Kirk, Ross",,,Canada,1991,,"Studio Report: University of York, England",ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3587,"Roy, Myke",,,Canada,1991,,Phase 1 de l’implantation d’un centre d’accèss multi-média à PRIM,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,"Freed, Adrian; Wessel, David; Zicarelli, David",,,Canada,1991,,MAX Objects for Media Integration,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589,"Logemann, George W.",,,Canada,1991,,CASCADES: Interactive Algorithmic Performance,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,"Oliveros, Pauline",,,Canada,1991,,The Expanded Instrument System (EIS),ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3591,"Orlarey, Yann",,,Canada,1991,,Hierarchical Real Time Interapplication Communications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3592,"Brandão, Marcio C. P.; Nascimento, Ricardo S. R.",,,Canada,1991,,A Geometric-Concordance Device for Sound Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3593,"Orton, Richard; Hunt, Andy; Kirk, Ross",,,Canada,1991,,Graphical Control of Granular Synthesis using Cellular Automata and the Freehand Program,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594,"Maverick, Vance",,,Canada,1991,,The Arugula Computer-Music Score Editor,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3595,"Yadegari, Shahrokh David",,,Canada,1991,,Using Self-Similiarity for Sound/Music Synthesis,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,"Dannenberg, Roger B.; Rubine, Dean; Neuendorffer, Tom",,,Canada,1991,,The Resource - Instance Model of Music Representation,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3597,"de Koning, Kees; Oates, Shaun",,,Canada,1991,,Sound Base: Phonetic Searching in Sound Archives,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,"Eaglestone, Barry M.; Verschoor, Albert",,,Canada,1991,,An Intelligent Music Repository,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,"Feiten, Bernhard; Frank, Roland; Ungvary, Tamas",,,Canada,1991,,Organization of Sounds with Neural Nets,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,"Battier, Marc",,,Canada,1991,,Recent Musical Creation at IRCAM,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,"Nunez, Adolfo; Cester, Carlos",,,Canada,1991,,Studio Report: LIEM CDMC,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,"Taylor, Jack A.",,,Canada,1991,,Computer Based Experimental Research in Music Perception and Cognition at the CMR-FSU,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,"Zahler, Noel",,,Canada,1991,,CEDS TO GROW A CAT: A Progress/Studio Report,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,"Punch, William F.; Sepesi, Greg",,,Canada,1991,,The Design of a C++ Library for MIDI Applications,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,"Jorda, Sergi",,,Canada,1991,,A Real-Time MIDI Composer and Interactive Improviser by Means of Feedback Systems,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,"Malham, Dave; Orton, Richard",,,Canada,1991,,Progress in the Application of 3-Dimensional Ambisonic Sound Systems to Computer Music,ICMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
